date,conflict_phase,airline,iata_code,origin,destination,original_distance_km,price,estimated_passengers,route_revenue_usd,fuel_pct_of_cost
2020-09,COVID-19 Collapse,Emirates,EK,Dubai,Nairobi,3389,192.99,227,43808.73,96.34
2020-10,COVID-19 Collapse,Emirates,EK,Dubai,Nairobi,3389,154.35,269,41520.15,95.57
2020-11,COVID-19 Collapse,Emirates,EK,Dubai,Nairobi,3389,161.16,233,37550.28,95.73
2020-12,COVID-19 Collapse,Emirates,EK,Dubai,Nairobi,3389,169.19,283,47880.77,95.9
2021-01,COVID-19 Collapse,Emirates,EK,Dubai,Nairobi,3389,319.33,242,77277.86,97.59
2021-02,COVID-19 Collapse,Emirates,EK,Dubai,Nairobi,3389,387.99,255,98937.45,97.94
2021-03,COVID-19 Collapse,Emirates,EK,Dubai,Nairobi,3389,309.52,247,76451.44,97.53
2021-04,COVID-19 Collapse,Emirates,EK,Dubai,Nairobi,3389,342.51,246,84257.46,97.72
2021-05,COVID-19 Collapse,Emirates,EK,Dubai,Nairobi,3389,360.82,276,99586.32,97.82
2021-06,Recovery & Surge,Emirates,EK,Dubai,Nairobi,3389,290.9,216,62834.4,97.4
2021-07,Recovery & Surge,Emirates,EK,Dubai,Nairobi,3389,337.97,235,79422.95,97.7
2021-08,Recovery & Surge,Emirates,EK,Dubai,Nairobi,3389,308.55,231,71275.05,97.52
2021-09,Recovery & Surge,Emirates,EK,Dubai,Nairobi,3389,285.52,234,66811.68,97.36
2021-10,Recovery & Surge,Emirates,EK,Dubai,Nairobi,3389,404.59,278,112476.02,98.01
2021-11,Recovery & Surge,Emirates,EK,Dubai,Nairobi,3389,410.53,215,88263.95,98.03
2021-12,Recovery & Surge,Emirates,EK,Dubai,Nairobi,3389,367.11,231,84802.41,97.85
2022-01,Recovery & Surge,Emirates,EK,Dubai,Nairobi,3389,300.2,265,79553,97.47
2022-02,Recovery & Surge,Emirates,EK,Dubai,Nairobi,3389,280.26,227,63619.02,97.32
2022-03,Ukraine War Shock,Emirates,EK,Dubai,Nairobi,3389,568.48,272,154626.56,98.47
2022-04,Ukraine War Shock,Emirates,EK,Dubai,Nairobi,3389,541.64,234,126743.76,98.42
2022-05,Ukraine War Shock,Emirates,EK,Dubai,Nairobi,3389,479.04,218,104430.72,98.26
2022-06,Ukraine War Shock,Emirates,EK,Dubai,Nairobi,3389,506.16,248,125527.68,98.33
2022-07,Ukraine War Shock,Emirates,EK,Dubai,Nairobi,3389,358.83,248,88989.84,97.81
2022-08,Ukraine War Shock,Emirates,EK,Dubai,Nairobi,3389,452.27,212,95881.24,98.18
2022-09,Ukraine War Shock,Emirates,EK,Dubai,Nairobi,3389,371.8,263,97783.4,97.87
2022-10,Ukraine War Shock,Emirates,EK,Dubai,Nairobi,3389,410.86,220,90389.2,98.03
2022-11,Ukraine War Shock,Emirates,EK,Dubai,Nairobi,3389,382.07,226,86347.82,97.92
2022-12,Ukraine War Shock,Emirates,EK,Dubai,Nairobi,3389,431.19,252,108659.88,98.11
2023-01,Stabilisation,Emirates,EK,Dubai,Nairobi,3389,371.05,276,102409.8,97.87
2023-02,Stabilisation,Emirates,EK,Dubai,Nairobi,3389,345.46,211,72892.06,97.74
2023-03,Stabilisation,Emirates,EK,Dubai,Nairobi,3389,426.91,271,115692.61,98.09
2023-04,Stabilisation,Emirates,EK,Dubai,Nairobi,3389,393.76,266,104740.16,97.97
2023-05,Stabilisation,Emirates,EK,Dubai,Nairobi,3389,435.88,222,96765.36,98.12
2023-06,Stabilisation,Emirates,EK,Dubai,Nairobi,3389,430.95,237,102135.15,98.11
2023-07,Stabilisation,Emirates,EK,Dubai,Nairobi,3389,372.86,277,103282.22,97.87
2023-08,Stabilisation,Emirates,EK,Dubai,Nairobi,3389,413.26,220,90917.2,98.04
2023-09,Stabilisation,Emirates,EK,Dubai,Nairobi,3389,329.22,218,71769.96,97.65
2023-10,Gaza-Israel Conflict,Emirates,EK,Dubai,Nairobi,3389,338.15,265,89609.75,97.7
2023-11,Gaza-Israel Conflict,Emirates,EK,Dubai,Nairobi,3389,316.52,245,77547.4,97.57
2023-12,Gaza-Israel Conflict,Emirates,EK,Dubai,Nairobi,3389,361.65,231,83541.15,97.82
2024-01,Gaza-Israel Conflict,Emirates,EK,Dubai,Nairobi,3389,379.87,222,84331.14,97.91
2024-02,Gaza-Israel Conflict,Emirates,EK,Dubai,Nairobi,3389,351.77,264,92867.28,97.77
2024-03,Gaza-Israel Conflict,Emirates,EK,Dubai,Nairobi,3389,411.57,242,99599.94,98.04
2024-04,Gaza-Israel Conflict,Emirates,EK,Dubai,Nairobi,3389,392.85,227,89176.95,97.96
2024-05,Gaza-Israel Conflict,Emirates,EK,Dubai,Nairobi,3389,359.8,280,100744,97.81
2024-06,Gaza-Israel Conflict,Emirates,EK,Dubai,Nairobi,3389,379.59,252,95656.68,97.9
2024-07,Gaza-Israel Conflict,Emirates,EK,Dubai,Nairobi,3389,356.49,236,84131.64,97.8
2024-08,Gaza-Israel Conflict,Emirates,EK,Dubai,Nairobi,3389,440.47,263,115843.61,98.14
2024-09,Gaza-Israel Conflict,Emirates,EK,Dubai,Nairobi,3389,341.5,247,84350.5,97.72
2024-10,Gaza-Israel Conflict,Emirates,EK,Dubai,Nairobi,3389,444.64,210,93374.4,98.15
2024-11,Gaza-Israel Conflict,Emirates,EK,Dubai,Nairobi,3389,427.5,273,116707.5,98.09
2024-12,Pre-Iran Escalation,Emirates,EK,Dubai,Nairobi,3389,352.36,214,75405.04,97.78
2025-01,Pre-Iran Escalation,Emirates,EK,Dubai,Nairobi,3389,391.72,284,111248.48,97.96
2025-02,Pre-Iran Escalation,Emirates,EK,Dubai,Nairobi,3389,482.02,236,113756.72,98.27
2025-03,Pre-Iran Escalation,Emirates,EK,Dubai,Nairobi,3389,480.91,249,119746.59,98.26
2025-04,Pre-Iran Escalation,Emirates,EK,Dubai,Nairobi,3389,484.03,284,137464.52,98.27
2025-05,Pre-Iran Escalation,Emirates,EK,Dubai,Nairobi,3389,484.74,230,111490.2,98.27
2025-06,Pre-Iran Escalation,Emirates,EK,Dubai,Nairobi,3389,374.59,244,91399.96,97.88
2025-07,Pre-Iran Escalation,Emirates,EK,Dubai,Nairobi,3389,443.16,266,117880.56,98.15
2025-08,Pre-Iran Escalation,Emirates,EK,Dubai,Nairobi,3389,389.13,245,95336.85,97.95
2025-09,Pre-Iran Escalation,Emirates,EK,Dubai,Nairobi,3389,478.79,235,112515.65,98.26
2025-10,Pre-Iran Escalation,Emirates,EK,Dubai,Nairobi,3389,440.47,219,96462.93,98.14
2025-11,Pre-Iran Escalation,Emirates,EK,Dubai,Nairobi,3389,428.42,248,106248.16,98.1
2025-12,US-Iran War Conflict,Emirates,EK,Dubai,Nairobi,3389,614.15,227,139412.05,98.77
2026-01,US-Iran War Conflict,Emirates,EK,Dubai,Nairobi,3389,623.1,232,144559.2,98.75
2026-02,US-Iran War Conflict,Emirates,EK,Dubai,Nairobi,3389,790.83,269,212733.27,99
2026-03,US-Iran War Conflict,Emirates,EK,Dubai,Nairobi,3389,837.69,230,192668.7,99.04
2019-01,Pre-Pandemic Baseline,Emirates,EK,Dubai,Karachi,1248,99.63,272,27099.36,97.67
2019-02,Pre-Pandemic Baseline,Emirates,EK,Dubai,Karachi,1248,111,270,29970,97.86
2019-03,Pre-Pandemic Baseline,Emirates,EK,Dubai,Karachi,1248,103.24,269,27771.56,97.73
2019-04,Pre-Pandemic Baseline,Emirates,EK,Dubai,Karachi,1248,97.68,265,25885.2,97.63
2019-05,Pre-Pandemic Baseline,Emirates,EK,Dubai,Karachi,1248,97.1,276,26799.6,97.61
2019-06,Pre-Pandemic Baseline,Emirates,EK,Dubai,Karachi,1248,97.56,263,25658.28,97.62
2019-07,Pre-Pandemic Baseline,Emirates,EK,Dubai,Karachi,1248,94.21,222,20914.62,97.55
2019-08,Pre-Pandemic Baseline,Emirates,EK,Dubai,Karachi,1248,108.43,212,22987.16,97.82
2019-09,Pre-Pandemic Baseline,Emirates,EK,Dubai,Karachi,1248,101.53,223,22641.19,97.7
2019-10,Pre-Pandemic Baseline,Emirates,EK,Dubai,Karachi,1248,103.4,237,24505.8,97.74
2019-11,Pre-Pandemic Baseline,Emirates,EK,Dubai,Karachi,1248,92.42,213,19685.46,97.51
2019-12,Pre-Pandemic Baseline,Emirates,EK,Dubai,Karachi,1248,101.96,266,27121.36,97.71
2020-01,Pre-Pandemic Baseline,Emirates,EK,Dubai,Karachi,1248,100.89,258,26029.62,97.69
2020-02,Pre-Pandemic Baseline,Emirates,EK,Dubai,Karachi,1248,91.42,263,24043.46,97.49
2020-03,COVID-19 Collapse,Emirates,EK,Dubai,Karachi,1248,28.64,217,6214.88,93.17
2020-04,COVID-19 Collapse,Emirates,EK,Dubai,Karachi,1248,27.86,234,6519.24,93
2020-05,COVID-19 Collapse,Emirates,EK,Dubai,Karachi,1248,30.84,244,7524.96,93.6
2020-06,COVID-19 Collapse,Emirates,EK,Dubai,Karachi,1248,69.96,255,17839.8,96.86
2020-07,COVID-19 Collapse,Emirates,EK,Dubai,Karachi,1248,63.53,270,17153.1,96.59
2020-08,COVID-19 Collapse,Emirates,EK,Dubai,Karachi,1248,61.31,283,17350.73,96.48
2020-09,COVID-19 Collapse,Emirates,EK,Dubai,Karachi,1248,71.06,216,15348.96,96.9
2020-10,COVID-19 Collapse,Emirates,EK,Dubai,Karachi,1248,56.84,258,14664.72,96.24
2020-11,COVID-19 Collapse,Emirates,EK,Dubai,Karachi,1248,59.35,220,13057,96.38
2020-12,COVID-19 Collapse,Emirates,EK,Dubai,Karachi,1248,62.3,232,14453.6,96.53
2021-01,COVID-19 Collapse,Emirates,EK,Dubai,Karachi,1248,117.6,267,31399.2,97.96
2021-02,COVID-19 Collapse,Emirates,EK,Dubai,Karachi,1248,142.87,284,40575.08,98.26
2021-03,COVID-19 Collapse,Emirates,EK,Dubai,Karachi,1248,113.98,249,28381.02,97.91
2021-04,COVID-19 Collapse,Emirates,EK,Dubai,Karachi,1248,126.13,236,29766.68,98.08
2021-05,COVID-19 Collapse,Emirates,EK,Dubai,Karachi,1248,132.87,226,30028.62,98.16
2021-06,Recovery & Surge,Emirates,EK,Dubai,Karachi,1248,107.12,268,28708.16,97.8
2021-07,Recovery & Surge,Emirates,EK,Dubai,Karachi,1248,124.46,277,34475.42,98.06
2021-08,Recovery & Surge,Emirates,EK,Dubai,Karachi,1248,113.62,273,31018.26,97.91
2021-09,Recovery & Surge,Emirates,EK,Dubai,Karachi,1248,105.15,248,26077.2,97.77
2021-10,Recovery & Surge,Emirates,EK,Dubai,Karachi,1248,148.99,254,37843.46,98.32
2021-11,Recovery & Surge,Emirates,EK,Dubai,Karachi,1248,151.17,272,41118.24,98.34
2021-12,Recovery & Surge,Emirates,EK,Dubai,Karachi,1248,135.18,279,37715.22,98.18
2022-01,Recovery & Surge,Emirates,EK,Dubai,Karachi,1248,110.55,280,30954,97.86
2022-02,Recovery & Surge,Emirates,EK,Dubai,Karachi,1248,103.21,261,26937.81,97.73
2022-03,Ukraine War Shock,Emirates,EK,Dubai,Karachi,1248,209.34,224,46892.16,98.71
2022-04,Ukraine War Shock,Emirates,EK,Dubai,Karachi,1248,199.46,233,46474.18,98.66
2022-05,Ukraine War Shock,Emirates,EK,Dubai,Karachi,1248,176.4,0,0,98.53
2022-06,Ukraine War Shock,Emirates,EK,Dubai,Karachi,1248,186.39,223,41564.97,98.59
2022-07,Ukraine War Shock,Emirates,EK,Dubai,Karachi,1248,132.14,228,30127.92,98.15
2022-08,Ukraine War Shock,Emirates,EK,Dubai,Karachi,1248,166.55,275,45801.25,98.46
2022-09,Ukraine War Shock,Emirates,EK,Dubai,Karachi,1248,136.91,267,36554.97,98.2
2022-10,Ukraine War Shock,Emirates,EK,Dubai,Karachi,1248,151.3,213,32226.9,98.34
2022-11,Ukraine War Shock,Emirates,EK,Dubai,Karachi,1248,140.7,221,31094.7,98.24
2022-12,Ukraine War Shock,Emirates,EK,Dubai,Karachi,1248,158.79,283,44937.57,98.4
2023-01,Stabilisation,Emirates,EK,Dubai,Karachi,1248,136.64,226,30880.64,98.2
2023-02,Stabilisation,Emirates,EK,Dubai,Karachi,1248,127.21,257,32692.97,98.09
2023-03,Stabilisation,Emirates,EK,Dubai,Karachi,1248,157.22,225,35374.5,98.39
2023-04,Stabilisation,Emirates,EK,Dubai,Karachi,1248,145,227,32915,98.28
2023-05,Stabilisation,Emirates,EK,Dubai,Karachi,1248,160.51,247,39645.97,98.42
2023-06,Stabilisation,Emirates,EK,Dubai,Karachi,1248,158.7,246,39040.2,98.4
2023-07,Stabilisation,Emirates,EK,Dubai,Karachi,1248,137.31,258,35425.98,98.2
2023-08,Stabilisation,Emirates,EK,Dubai,Karachi,1248,152.18,222,33783.96,98.35
2023-09,Stabilisation,Emirates,EK,Dubai,Karachi,1248,121.23,229,27761.67,98.01
2023-10,Gaza-Israel Conflict,Emirates,EK,Dubai,Karachi,1248,124.52,256,31877.12,98.06
2023-11,Gaza-Israel Conflict,Emirates,EK,Dubai,Karachi,1248,116.56,217,25293.52,97.95
2023-12,Gaza-Israel Conflict,Emirates,EK,Dubai,Karachi,1248,133.17,278,37021.26,98.16
2024-01,Gaza-Israel Conflict,Emirates,EK,Dubai,Karachi,1248,139.89,223,31195.47,98.23
2024-02,Gaza-Israel Conflict,Emirates,EK,Dubai,Karachi,1248,129.53,242,31346.26,98.12
2024-03,Gaza-Israel Conflict,Emirates,EK,Dubai,Karachi,1248,151.57,218,33042.26,98.34
2024-04,Gaza-Israel Conflict,Emirates,EK,Dubai,Karachi,1248,144.67,261,37758.87,98.28
2024-05,Gaza-Israel Conflict,Emirates,EK,Dubai,Karachi,1248,132.5,234,31005,98.15
2024-06,Gaza-Israel Conflict,Emirates,EK,Dubai,Karachi,1248,139.78,215,30052.7,98.23
2024-07,Gaza-Israel Conflict,Emirates,EK,Dubai,Karachi,1248,131.28,254,33345.12,98.14
2024-08,Gaza-Israel Conflict,Emirates,EK,Dubai,Karachi,1248,162.2,283,45902.6,98.43
2024-09,Gaza-Israel Conflict,Emirates,EK,Dubai,Karachi,1248,125.76,275,34584,98.07
2024-10,Gaza-Israel Conflict,Emirates,EK,Dubai,Karachi,1248,163.73,262,42897.26,98.44
2024-11,Gaza-Israel Conflict,Emirates,EK,Dubai,Karachi,1248,157.43,210,33060.3,98.39
2024-12,Pre-Iran Escalation,Emirates,EK,Dubai,Karachi,1248,129.76,274,35554.24,98.12
2025-01,Pre-Iran Escalation,Emirates,EK,Dubai,Karachi,1248,144.25,277,39957.25,98.27
2025-02,Pre-Iran Escalation,Emirates,EK,Dubai,Karachi,1248,177.5,212,37630,98.54
2025-03,Pre-Iran Escalation,Emirates,EK,Dubai,Karachi,1248,177.09,219,38782.71,98.53
2025-04,Pre-Iran Escalation,Emirates,EK,Dubai,Karachi,1248,178.24,243,43312.32,98.54
2025-05,Pre-Iran Escalation,Emirates,EK,Dubai,Karachi,1248,178.51,240,42842.4,98.54
2025-06,Pre-Iran Escalation,Emirates,EK,Dubai,Karachi,1248,137.94,232,32002.08,98.21
2025-07,Pre-Iran Escalation,Emirates,EK,Dubai,Karachi,1248,163.19,224,36554.56,98.44
2025-08,Pre-Iran Escalation,Emirates,EK,Dubai,Karachi,1248,143.3,251,35968.3,98.27
2025-09,Pre-Iran Escalation,Emirates,EK,Dubai,Karachi,1248,176.32,267,47077.44,98.53
2025-10,Pre-Iran Escalation,Emirates,EK,Dubai,Karachi,1248,162.2,280,45416,98.43
2025-11,Pre-Iran Escalation,Emirates,EK,Dubai,Karachi,1248,157.77,232,36602.64,98.39
2025-12,US-Iran War Conflict,Emirates,EK,Dubai,Karachi,1248,226.17,262,59256.54,98.79
2026-01,US-Iran War Conflict,Emirates,EK,Dubai,Karachi,1248,229.45,269,61722.05,98.8
2026-02,US-Iran War Conflict,Emirates,EK,Dubai,Karachi,1248,291.22,245,71348.9,99.03
2026-03,US-Iran War Conflict,Emirates,EK,Dubai,Karachi,1248,308.49,0,0,99.09
2019-01,Pre-Pandemic Baseline,Emirates,EK,Dubai,Delhi,2195,175.22,211,36971.42,97.25
2019-02,Pre-Pandemic Baseline,Emirates,EK,Dubai,Delhi,2195,195.22,277,54075.94,97.48
2019-03,Pre-Pandemic Baseline,Emirates,EK,Dubai,Delhi,2195,181.58,276,50116.08,97.33
2019-04,Pre-Pandemic Baseline,Emirates,EK,Dubai,Delhi,2195,171.8,220,37796,97.2
2019-05,Pre-Pandemic Baseline,Emirates,EK,Dubai,Delhi,2195,170.8,242,41333.6,97.19
2019-06,Pre-Pandemic Baseline,Emirates,EK,Dubai,Delhi,2195,171.59,248,42554.32,97.2
2019-07,Pre-Pandemic Baseline,Emirates,EK,Dubai,Delhi,2195,165.7,240,39768,97.12
2019-08,Pre-Pandemic Baseline,Emirates,EK,Dubai,Delhi,2195,190.69,277,52821.13,97.43
2019-09,Pre-Pandemic Baseline,Emirates,EK,Dubai,Delhi,2195,178.58,263,46966.54,97.29
2019-10,Pre-Pandemic Baseline,Emirates,EK,Dubai,Delhi,2195,181.85,219,39825.15,97.33
2019-11,Pre-Pandemic Baseline,Emirates,EK,Dubai,Delhi,2195,162.56,279,45354.24,97.07
2019-12,Pre-Pandemic Baseline,Emirates,EK,Dubai,Delhi,2195,179.32,213,38195.16,97.3
2020-01,Pre-Pandemic Baseline,Emirates,EK,Dubai,Delhi,2195,177.43,254,45067.22,97.28
2020-02,Pre-Pandemic Baseline,Emirates,EK,Dubai,Delhi,2195,160.8,249,40039.2,97.04
2020-03,COVID-19 Collapse,Emirates,EK,Dubai,Delhi,2195,50.37,215,10829.55,92.01
2020-04,COVID-19 Collapse,Emirates,EK,Dubai,Delhi,2195,48.99,262,12835.38,91.82
2020-05,COVID-19 Collapse,Emirates,EK,Dubai,Delhi,2195,54.23,282,15292.86,92.51
2020-06,COVID-19 Collapse,Emirates,EK,Dubai,Delhi,2195,123.03,244,30019.32,96.3
2020-07,COVID-19 Collapse,Emirates,EK,Dubai,Delhi,2195,111.74,248,27711.52,95.98
2020-08,COVID-19 Collapse,Emirates,EK,Dubai,Delhi,2195,107.84,238,25665.92,95.86
2020-09,COVID-19 Collapse,Emirates,EK,Dubai,Delhi,2195,125,275,34375,96.35
2020-10,COVID-19 Collapse,Emirates,EK,Dubai,Delhi,2195,99.97,279,27891.63,95.58
2020-11,COVID-19 Collapse,Emirates,EK,Dubai,Delhi,2195,104.38,239,24946.82,95.74
2020-12,COVID-19 Collapse,Emirates,EK,Dubai,Delhi,2195,109.58,276,30244.08,95.92
2021-01,COVID-19 Collapse,Emirates,EK,Dubai,Delhi,2195,206.83,225,46536.75,97.6
2021-02,COVID-19 Collapse,Emirates,EK,Dubai,Delhi,2195,251.3,244,61317.2,97.95
2021-03,COVID-19 Collapse,Emirates,EK,Dubai,Delhi,2195,200.48,228,45709.44,97.54
2021-04,COVID-19 Collapse,Emirates,EK,Dubai,Delhi,2195,221.83,226,50133.58,97.73
2021-05,COVID-19 Collapse,Emirates,EK,Dubai,Delhi,2195,233.7,274,64033.8,97.82
2021-06,Recovery & Surge,Emirates,EK,Dubai,Delhi,2195,188.41,263,49551.83,97.41
2021-07,Recovery & Surge,Emirates,EK,Dubai,Delhi,2195,218.89,215,47061.35,97.71
2021-08,Recovery & Surge,Emirates,EK,Dubai,Delhi,2195,199.84,266,53157.44,97.53
2021-09,Recovery & Surge,Emirates,EK,Dubai,Delhi,2195,184.93,252,46602.36,97.37
2021-10,Recovery & Surge,Emirates,EK,Dubai,Delhi,2195,262.05,269,70491.45,98.02
2021-11,Recovery & Surge,Emirates,EK,Dubai,Delhi,2195,265.89,254,67536.06,98.04
2021-12,Recovery & Surge,Emirates,EK,Dubai,Delhi,2195,237.77,238,56589.26,97.85
2022-01,Recovery & Surge,Emirates,EK,Dubai,Delhi,2195,194.43,247,48024.21,97.47
2022-02,Recovery & Surge,Emirates,EK,Dubai,Delhi,2195,181.52,220,39934.4,97.33
2022-03,Ukraine War Shock,Emirates,EK,Dubai,Delhi,2195,368.2,233,85790.6,98.48
2022-04,Ukraine War Shock,Emirates,EK,Dubai,Delhi,2195,350.82,211,74023.02,98.42
2022-05,Ukraine War Shock,Emirates,EK,Dubai,Delhi,2195,310.27,240,74464.8,98.26
2022-06,Ukraine War Shock,Emirates,EK,Dubai,Delhi,2195,327.83,216,70811.28,98.34
2022-07,Ukraine War Shock,Emirates,EK,Dubai,Delhi,2195,232.4,259,60191.6,97.82
2022-08,Ukraine War Shock,Emirates,EK,Dubai,Delhi,2195,292.93,278,81434.54,98.18
2022-09,Ukraine War Shock,Emirates,EK,Dubai,Delhi,2195,240.81,265,63814.65,97.88
2022-10,Ukraine War Shock,Emirates,EK,Dubai,Delhi,2195,266.1,225,59872.5,98.04
2022-11,Ukraine War Shock,Emirates,EK,Dubai,Delhi,2195,247.46,248,61370.08,97.92
2022-12,Ukraine War Shock,Emirates,EK,Dubai,Delhi,2195,279.28,0,0,98.11
2023-01,Stabilisation,Emirates,EK,Dubai,Delhi,2195,240.33,270,64889.1,97.87
2023-02,Stabilisation,Emirates,EK,Dubai,Delhi,2195,223.75,231,51686.25,97.75
2023-03,Stabilisation,Emirates,EK,Dubai,Delhi,2195,276.5,245,67742.5,98.1
2023-04,Stabilisation,Emirates,EK,Dubai,Delhi,2195,255.03,217,55341.51,97.97
2023-05,Stabilisation,Emirates,EK,Dubai,Delhi,2195,282.31,264,74529.84,98.13
2023-06,Stabilisation,Emirates,EK,Dubai,Delhi,2195,279.12,242,67547.04,98.11
2023-07,Stabilisation,Emirates,EK,Dubai,Delhi,2195,241.49,213,51437.37,97.88
2023-08,Stabilisation,Emirates,EK,Dubai,Delhi,2195,267.66,249,66647.34,98.05
2023-09,Stabilisation,Emirates,EK,Dubai,Delhi,2195,213.23,269,57358.87,97.66
2023-10,Gaza-Israel Conflict,Emirates,EK,Dubai,Delhi,2195,219.01,213,46649.13,97.71
2023-11,Gaza-Israel Conflict,Emirates,EK,Dubai,Delhi,2195,205.01,240,49202.4,97.58
2023-12,Gaza-Israel Conflict,Emirates,EK,Dubai,Delhi,2195,234.24,246,57623.04,97.83
2024-01,Gaza-Israel Conflict,Emirates,EK,Dubai,Delhi,2195,246.04,284,69875.36,97.91
2024-02,Gaza-Israel Conflict,Emirates,EK,Dubai,Delhi,2195,227.83,226,51489.58,97.78
2024-03,Gaza-Israel Conflict,Emirates,EK,Dubai,Delhi,2195,266.58,271,72243.18,98.04
2024-04,Gaza-Israel Conflict,Emirates,EK,Dubai,Delhi,2195,254.44,220,55976.8,97.97
2024-05,Gaza-Israel Conflict,Emirates,EK,Dubai,Delhi,2195,233.04,282,65717.28,97.82
2024-06,Gaza-Israel Conflict,Emirates,EK,Dubai,Delhi,2195,245.85,233,57283.05,97.91
2024-07,Gaza-Israel Conflict,Emirates,EK,Dubai,Delhi,2195,230.89,220,50795.8,97.8
2024-08,Gaza-Israel Conflict,Emirates,EK,Dubai,Delhi,2195,285.29,238,67899.02,98.15
2024-09,Gaza-Israel Conflict,Emirates,EK,Dubai,Delhi,2195,221.18,211,46668.98,97.73
2024-10,Gaza-Israel Conflict,Emirates,EK,Dubai,Delhi,2195,287.98,218,62779.64,98.16
2024-11,Gaza-Israel Conflict,Emirates,EK,Dubai,Delhi,2195,276.89,247,68391.83,98.1
2024-12,Pre-Iran Escalation,Emirates,EK,Dubai,Delhi,2195,228.21,280,63898.8,97.78
2025-01,Pre-Iran Escalation,Emirates,EK,Dubai,Delhi,2195,253.71,243,61651.53,97.96
2025-02,Pre-Iran Escalation,Emirates,EK,Dubai,Delhi,2195,312.19,259,80857.21,98.27
2025-03,Pre-Iran Escalation,Emirates,EK,Dubai,Delhi,2195,311.47,263,81916.61,98.27
2025-04,Pre-Iran Escalation,Emirates,EK,Dubai,Delhi,2195,313.49,212,66459.88,98.28
2025-05,Pre-Iran Escalation,Emirates,EK,Dubai,Delhi,2195,313.96,234,73466.64,98.28
2025-06,Pre-Iran Escalation,Emirates,EK,Dubai,Delhi,2195,242.62,284,68904.08,97.89
2025-07,Pre-Iran Escalation,Emirates,EK,Dubai,Delhi,2195,287.03,210,60276.3,98.15
2025-08,Pre-Iran Escalation,Emirates,EK,Dubai,Delhi,2195,252.03,245,61747.35,97.95
2025-09,Pre-Iran Escalation,Emirates,EK,Dubai,Delhi,2195,310.11,272,84349.92,98.26
2025-10,Pre-Iran Escalation,Emirates,EK,Dubai,Delhi,2195,285.29,231,65901.99,98.15
2025-11,Pre-Iran Escalation,Emirates,EK,Dubai,Delhi,2195,277.47,284,78801.48,98.1
2025-12,US-Iran War Conflict,Emirates,EK,Dubai,Delhi,2195,397.78,0,0,98.57
2026-01,US-Iran War Conflict,Emirates,EK,Dubai,Delhi,2195,403.57,278,112192.46,98.58
2026-02,US-Iran War Conflict,Emirates,EK,Dubai,Delhi,2195,512.21,249,127540.29,98.86
2026-03,US-Iran War Conflict,Emirates,EK,Dubai,Delhi,2195,542.56,0,0,98.92
2019-01,Pre-Pandemic Baseline,flydubai,FZ,Dubai,Islamabad,1865,148.88,263,39155.44,97.11
2019-02,Pre-Pandemic Baseline,flydubai,FZ,Dubai,Islamabad,1865,165.88,281,46612.28,97.35
2019-03,Pre-Pandemic Baseline,flydubai,FZ,Dubai,Islamabad,1865,154.28,238,36718.64,97.19
2019-04,Pre-Pandemic Baseline,flydubai,FZ,Dubai,Islamabad,1865,145.98,274,39998.52,97.06
2019-05,Pre-Pandemic Baseline,flydubai,FZ,Dubai,Islamabad,1865,145.11,259,37583.49,97.05
2019-06,Pre-Pandemic Baseline,flydubai,FZ,Dubai,Islamabad,1865,145.79,238,34698.02,97.06
2019-07,Pre-Pandemic Baseline,flydubai,FZ,Dubai,Islamabad,1865,140.8,214,30131.2,96.97
2019-08,Pre-Pandemic Baseline,flydubai,FZ,Dubai,Islamabad,1865,162.02,233,37750.66,97.3
2019-09,Pre-Pandemic Baseline,flydubai,FZ,Dubai,Islamabad,1865,151.73,272,41270.56,97.15
2019-10,Pre-Pandemic Baseline,flydubai,FZ,Dubai,Islamabad,1865,154.51,217,33528.67,97.2
2019-11,Pre-Pandemic Baseline,flydubai,FZ,Dubai,Islamabad,1865,138.12,252,34806.24,96.92
2019-12,Pre-Pandemic Baseline,flydubai,FZ,Dubai,Islamabad,1865,152.36,248,37785.28,97.16
2020-01,Pre-Pandemic Baseline,flydubai,FZ,Dubai,Islamabad,1865,150.75,259,39044.25,97.14
2020-02,Pre-Pandemic Baseline,flydubai,FZ,Dubai,Islamabad,1865,136.62,280,38253.6,96.9
2020-03,COVID-19 Collapse,flydubai,FZ,Dubai,Islamabad,1865,42.8,266,11384.8,91.63
2020-04,COVID-19 Collapse,flydubai,FZ,Dubai,Islamabad,1865,41.62,248,10321.76,91.43
2020-05,COVID-19 Collapse,flydubai,FZ,Dubai,Islamabad,1865,46.07,272,12531.04,92.15
2020-06,COVID-19 Collapse,flydubai,FZ,Dubai,Islamabad,1865,104.54,262,27389.48,96.11
2020-07,COVID-19 Collapse,flydubai,FZ,Dubai,Islamabad,1865,94.95,277,26301.15,95.78
2020-08,COVID-19 Collapse,flydubai,FZ,Dubai,Islamabad,1865,91.62,264,24187.68,95.65
2020-09,COVID-19 Collapse,flydubai,FZ,Dubai,Islamabad,1865,106.21,266,28251.86,96.17
2020-10,COVID-19 Collapse,flydubai,FZ,Dubai,Islamabad,1865,84.94,216,18347.04,95.36
2020-11,COVID-19 Collapse,flydubai,FZ,Dubai,Islamabad,1865,88.69,210,18624.9,95.53
2020-12,COVID-19 Collapse,flydubai,FZ,Dubai,Islamabad,1865,93.11,281,26163.91,95.71
